CountryName,CategoryName,CategoryTotal
Nigeria,Child Labour Male,24.1
Nigeria,Child Labour Female,25.3
Nigeria,Child marriage <15,19.6
Nigeria,Child Marriage <18,39
Nigeria,Birth Registration Total,41.5
Nigeria,FGM Prevalence Women,27
Nigeria,FGM Prevalence Girls,13.8
Nigeria,FGM Support,21.2
Nigeria,Wife Beating Justification Female,45.6
Nigeria,Violent Discipline Total,90.8
Nigeria,Violent Discipline Male,91.4
Nigeria,Violent Discipline Female,90.3
Norway,Birth Registration Total,100
Pakistan,Child marriage <15,6.7
Pakistan,Child Marriage <18,24
Pakistan,Birth Registration Total,26.5
Panama,Child Labour Total,5.6
Panama,Child Labour Male,8
Panama,Child Labour Female,3
Papua New Guinea,Child marriage <15,2.1
Papua New Guinea,Child Marriage <18,21.3
Paraguay,Child Labour Total,14.6
Paraguay,Child Labour Male,16.8
Paraguay,Child Labour Female,12.2
Paraguay,Child Marriage <18,17.9
Paraguay,Birth Registration Total,76
Peru,Child Labour Total,33.5
Peru,Child Labour Male,30.6
Peru,Child Labour Female,36.3
Peru,Child marriage <15,2.5
Peru,Child Marriage <18,19.1
Peru,Birth Registration Total,96
Philippines,Child marriage <15,2.1
Philippines,Child Marriage <18,14.2
Philippines,Birth Registration Total,90
Philippines,Wife Beating Justification Female,14.1
Poland,Birth Registration Total,100
Portugal,Child Labour Total,3.4
Portugal,Child Labour Male,4.2
Portugal,Child Labour Female,2.5
Portugal,Birth Registration Total,100
Republic of Moldova,Child Labour Total,16.3
Republic of Moldova,Child Labour Male,20.2
Republic of Moldova,Child Labour Female,12.3
Republic of Moldova,Child marriage <15,0.5
Republic of Moldova,Child Marriage <18,18.9
Republic of Moldova,Birth Registration Total,100
Republic of Moldova,Wife Beating Justification Male,21.7
Republic of Moldova,Wife Beating Justification Female,20.8
Romania,Child Labour Total,0.9
Romania,Child Labour Male,1.2
Romania,Child Labour Female,0.7
Russian Federation,Birth Registration Total,100
Rwanda,Child Labour Total,28.5
Rwanda,Child Labour Male,26.7
Rwanda,Child Labour Female,30.4
Rwanda,Child marriage <15,0.8
Rwanda,Child Marriage <18,8.1
Rwanda,Birth Registration Total,63.2
Rwanda,Wife Beating Justification Male,25.1
Rwanda,Wife Beating Justification Female,56.2
Samoa,Birth Registration Total,47.7
Samoa,Wife Beating Justification Male,45.7
Samoa,Wife Beating Justification Female,60.8
San Marino,Birth Registration Total,100
Sao Tome and Principe,Child Labour Total,7.5
Sao Tome and Principe,Child Labour Male,7.7
Sao Tome and Principe,Child Labour Female,7.2
Sao Tome and Principe,Child marriage <15,5
Sao Tome and Principe,Child Marriage <18,34.4
Sao Tome and Principe,Birth Registration Total,75.1
Sao Tome and Principe,Wife Beating Justification Male,21.7
Sao Tome and Principe,Wife Beating Justification Female,19.5
Senegal,Child Labour Total,16.5
Senegal,Child Labour Male,17.5
Senegal,Child Labour Female,15.6
Senegal,Child marriage <15,12
Senegal,Child Marriage <18,32.9
Senegal,Birth Registration Total,74.6
Senegal,FGM Prevalence Women,25.7
Senegal,FGM Prevalence Girls,18
Senegal,FGM Support,16.6
Senegal,Wife Beating Justification Male,24.7
Senegal,Wife Beating Justification Female,60
Serbia,Child Labour Total,4.4
Serbia,Child Labour Male,4.5
Serbia,Child Labour Female,4.4
Serbia,Child marriage <15,0.9
Serbia,Child Marriage <18,5
Serbia,Birth Registration Total,98.9
Serbia,Wife Beating Justification Male,6.6
Serbia,Wife Beating Justification Female,2.9
Serbia,Violent Discipline Total,67.1
Serbia,Violent Discipline Male,70.3
Serbia,Violent Discipline Female,63.9
Sierra Leone,Child Labour Total,26
Sierra Leone,Child Labour Male,27
Sierra Leone,Child Labour Female,25
Sierra Leone,Child marriage <15,17.7
Sierra Leone,Child Marriage <18,43.7
Sierra Leone,Birth Registration Total,78
Sierra Leone,FGM Prevalence Women,88.3
Sierra Leone,FGM Prevalence Girls,13.2
Sierra Leone,FGM Support,65.9
Sierra Leone,Wife Beating Justification Female,73.3
Sierra Leone,Violent Discipline Total,81.7
Sierra Leone,Violent Discipline Male,81.1
Sierra Leone,Violent Discipline Female,82.3
Slovakia,Birth Registration Total,100
Slovenia,Birth Registration Total,100
Solomon Islands,Child marriage <15,3.1
Solomon Islands,Child Marriage <18,22.4
Solomon Islands,Wife Beating Justification Male,65.1
Solomon Islands,Wife Beating Justification Female,68.8
Solomon Islands,Violent Discipline Total,72
Somalia,Child Labour Total,49
Somalia,Child Labour Male,44.5
Somalia,Child Labour Female,53.6
Somalia,Child marriage <15,8.4
Somalia,Child Marriage <18,45.3
Somalia,Birth Registration Total,3
Somalia,FGM Prevalence Women,97.9
Somalia,FGM Prevalence Girls,46
Somalia,FGM Support,64.5
Somalia,Wife Beating Justification Female,75.7
South Africa,Child marriage <15,0.8
South Africa,Child Marriage <18,5.6
South Africa,Birth Registration Total,95
South Sudan,Child marriage <15,8.9
South Sudan,Child Marriage <18,51.5
South Sudan,Birth Registration Total,35.4
South Sudan,Wife Beating Justification Female,78.5
Spain,Birth Registration Total,100
Sri Lanka,Child marriage <15,1.7
Sri Lanka,Child Marriage <18,11.8
Sri Lanka,Birth Registration Total,97.2
Sri Lanka,Wife Beating Justification Female,53.2
State of Palestine,Child Labour Total,5.7
State of Palestine,Child Labour Male,7.4
State of Palestine,Child Labour Female,4
State of Palestine,Child marriage <15,2.2
State of Palestine,Child Marriage <18,20.6
State of Palestine,Birth Registration Total,99.3
State of Palestine,Violent Discipline Total,92.8
State of Palestine,Violent Discipline Male,93.7
State of Palestine,Violent Discipline Female,91.8
Sudan,Child marriage <15,7.2
Sudan,Child Marriage <18,32.9
Sudan,Birth Registration Total,59.3
Sudan,FGM Prevalence Women,87.6
Sudan,FGM Prevalence Girls,37
Sudan,FGM Support,42.3
Sudan,Wife Beating Justification Female,47
Suriname,Child Labour Total,4.1
Suriname,Child Labour Male,4.1
Suriname,Child Labour Female,4.1
Suriname,Child marriage <15,5.2
Suriname,Child Marriage <18,18.8
Suriname,Birth Registration Total,98.9
Suriname,Wife Beating Justification Female,12.5
Suriname,Violent Discipline Total,86.1
Suriname,Violent Discipline Male,87
Suriname,Violent Discipline Female,85.1
Swaziland,Child Labour Total,7.3
Swaziland,Child Labour Male,7.7
Swaziland,Child Labour Female,6.9
Swaziland,Child marriage <15,0.7
Swaziland,Child Marriage <18,6.5
Swaziland,Birth Registration Total,49.5
Swaziland,Wife Beating Justification Male,23.1
Swaziland,Wife Beating Justification Female,27.6
Swaziland,Violent Discipline Total,88.9
Swaziland,Violent Discipline Male,89.7
Swaziland,Violent Discipline Female,88.1
Sweden,Birth Registration Total,100
Switzerland,Birth Registration Total,100
Syrian Arab Republic,Child Labour Total,4
Syrian Arab Republic,Child Labour Male,5
Syrian Arab Republic,Child Labour Female,3
Syrian Arab Republic,Child marriage <15,2.5
Syrian Arab Republic,Child Marriage <18,13.3
Syrian Arab Republic,Birth Registration Total,96
Syrian Arab Republic,Violent Discipline Total,88.5
Syrian Arab Republic,Violent Discipline Male,89.5
Syrian Arab Republic,Violent Discipline Female,87.5
Tajikistan,Child Labour Total,10
Tajikistan,Child Labour Male,9.4
Tajikistan,Child Labour Female,10.6
Tajikistan,Child marriage <15,1
Tajikistan,Child Marriage <18,12.7
Tajikistan,Birth Registration Total,88.3
Tajikistan,Wife Beating Justification Female,74.4
Tajikistan,Violent Discipline Total,77.7
Tajikistan,Violent Discipline Male,79.9
Tajikistan,Violent Discipline Female,75.2
Thailand,Child Labour Total,8.3
Thailand,Child Labour Male,8.3
Thailand,Child Labour Female,8.2
Thailand,Child marriage <15,2.8
Thailand,Child Marriage <18,19.6
Thailand,Birth Registration Total,100
The former Yugoslav Republic of Macedonia,Child Labour Total,12.5
The former Yugoslav Republic of Macedonia,Child Labour Male,12.1
The former Yugoslav Republic of Macedonia,Child Labour Female,13
The former Yugoslav Republic of Macedonia,Child marriage <15,0.9
The former Yugoslav Republic of Macedonia,Child Marriage <18,6.9
The former Yugoslav Republic of Macedonia,Birth Registration Total,99.7
The former Yugoslav Republic of Macedonia,Wife Beating Justification Female,14.5
The former Yugoslav Republic of Macedonia,Violent Discipline Total,69.3
The former Yugoslav Republic of Macedonia,Violent Discipline Male,71
The former Yugoslav Republic of Macedonia,Violent Discipline Female,67.4
Timor-Leste,Child Labour Total,4.2
Timor-Leste,Child Labour Male,4.1
Timor-Leste,Child Labour Female,4.4
Timor-Leste,Child marriage <15,3
Timor-Leste,Child Marriage <18,18.9
Timor-Leste,Birth Registration Total,55.2
Timor-Leste,Wife Beating Justification Male,80.7
Timor-Leste,Wife Beating Justification Female,86.2
Togo,Child Labour Total,28.3
Togo,Child Labour Male,27.7
Togo,Child Labour Female,28.9
Togo,Child marriage <15,5.8
Togo,Child Marriage <18,25.2
Togo,Birth Registration Total,77.9
Togo,FGM Prevalence Women,3.8
Togo,FGM Prevalence Girls,0.4
Togo,FGM Support,1.9
Togo,Wife Beating Justification Female,43
Togo,Violent Discipline Total,93.2
Togo,Violent Discipline Male,93.9
Togo,Violent Discipline Female,92.6
Trinidad and Tobago,Child Labour Total,0.7
Trinidad and Tobago,Child Labour Male,0.7
Trinidad and Tobago,Child Labour Female,0.6
Trinidad and Tobago,Child marriage <15,1.8
Trinidad and Tobago,Child Marriage <18,8.1
Trinidad and Tobago,Birth Registration Total,97
Trinidad and Tobago,Wife Beating Justification Female,7.6
Trinidad and Tobago,Violent Discipline Total,77.4
Trinidad and Tobago,Violent Discipline Male,78.4
Trinidad and Tobago,Violent Discipline Female,76.5
Tunisia,Child Labour Total,2.1
Tunisia,Child Labour Male,2.6
Tunisia,Child Labour Female,1.6
Tunisia,Child Marriage <18,1.6
Tunisia,Birth Registration Total,99.2
Tunisia,Wife Beating Justification Female,30.3
Tunisia,Violent Discipline Total,93.2
Tunisia,Violent Discipline Male,93.9
Tunisia,Violent Discipline Female,92.3
Turkey,Child Labour Total,2.6
Turkey,Child Labour Male,3.3
Turkey,Child Labour Female,1.8
Turkey,Child marriage <15,2.5
Turkey,Child Marriage <18,14
Turkey,Birth Registration Total,93.7
Turkey,Wife Beating Justification Female,24.7
Turkmenistan,Child marriage <15,0.6
Turkmenistan,Child Marriage <18,7.3
Turkmenistan,Birth Registration Total,95.5
Turkmenistan,Wife Beating Justification Female,37.7
Tuvalu,Child Marriage <18,9.9
Tuvalu,Birth Registration Total,49.9
Tuvalu,Wife Beating Justification Male,73.1
Tuvalu,Wife Beating Justification Female,70
Uganda,Child Labour Total,25.4
Uganda,Child Labour Male,26.9
Uganda,Child Labour Female,23.7
Uganda,Child marriage <15,9.9
Uganda,Child Marriage <18,39.7
Uganda,Birth Registration Total,29.9
Uganda,FGM Prevalence Women,1.4
Uganda,FGM Prevalence Girls,1.3
Uganda,FGM Support,8.7
Uganda,Wife Beating Justification Male,43.7
Uganda,Wife Beating Justification Female,58.3
Ukraine,Child Labour Total,7.3
Ukraine,Child Labour Male,7.9
Ukraine,Child Labour Female,6.7
Ukraine,Child marriage <15,0.2
Ukraine,Child Marriage <18,9.9
Ukraine,Birth Registration Total,99.8
Ukraine,Wife Beating Justification Male,11.1
Ukraine,Wife Beating Justification Female,3.6
Ukraine,Violent Discipline Total,70.3
Ukraine,Violent Discipline Male,75.9
Ukraine,Violent Discipline Female,64.8
United Arab Emirates,Birth Registration Total,100
United Kingdom,Birth Registration Total,100
United Republic of Tanzania,Child Labour Total,21.1
United Republic of Tanzania,Child Labour Male,23.3
United Republic of Tanzania,Child Labour Female,18.8
United Republic of Tanzania,Child marriage <15,6.6
United Republic of Tanzania,Child Marriage <18,36.9
United Republic of Tanzania,Birth Registration Total,16.3
United Republic of Tanzania,FGM Prevalence Women,14.6
United Republic of Tanzania,FGM Prevalence Girls,3.4
United Republic of Tanzania,FGM Support,5.5
United Republic of Tanzania,Wife Beating Justification Male,38.1
United Republic of Tanzania,Wife Beating Justification Female,53.5
United States,Birth Registration Total,100
Uruguay,Child Labour Total,7.9
Uruguay,Child Labour Male,8.3
Uruguay,Child Labour Female,7.5
Uruguay,Birth Registration Total,100
Uzbekistan,Child marriage <15,0.3
Uzbekistan,Child Marriage <18,7.2
Uzbekistan,Birth Registration Total,99.9
Uzbekistan,Wife Beating Justification Male,59.4
Uzbekistan,Wife Beating Justification Female,69.6
Vanuatu,Child marriage <15,8.8
Vanuatu,Child Marriage <18,27.1
Vanuatu,Birth Registration Total,43
Vanuatu,Wife Beating Justification Female,60
Vanuatu,Violent Discipline Total,78
Venezuela (Bolivarian Republic of),Child Labour Total,7.7
Venezuela (Bolivarian Republic of),Child Labour Male,9.2
Venezuela (Bolivarian Republic of),Child Labour Female,6.2
Venezuela (Bolivarian Republic of),Birth Registration Total,81
Viet Nam,Child Labour Total,6.9
Viet Nam,Child Labour Male,6.5
Viet Nam,Child Labour Female,7.4
Viet Nam,Child marriage <15,0.5
Viet Nam,Child Marriage <18,9.3
Viet Nam,Birth Registration Total,95
Viet Nam,Wife Beating Justification Female,35.8
Viet Nam,Violent Discipline Total,73.9
Viet Nam,Violent Discipline Male,76.3
Viet Nam,Violent Discipline Female,71.4
Yemen,Child Labour Total,22.7
Yemen,Child Labour Male,21.1
Yemen,Child Labour Female,24.4
Yemen,Child marriage <15,12
Yemen,Child Marriage <18,32.3
Yemen,Birth Registration Total,17
Yemen,FGM Prevalence Women,17
Yemen,FGM Prevalence Girls,15
Yemen,FGM Support,41
Yemen,Violent Discipline Total,94.6
Yemen,Violent Discipline Male,94.5
Yemen,Violent Discipline Female,94.7
Zambia,Child Labour Total,40.6
Zambia,Child Labour Male,41.6
Zambia,Child Labour Female,39.5
Zambia,Child marriage <15,8.5
Zambia,Child Marriage <18,41.6
Zambia,Birth Registration Total,14
Zambia,Wife Beating Justification Male,49.3
Zambia,Wife Beating Justification Female,61.9
Zimbabwe,Child marriage <15,3.9
Zimbabwe,Child Marriage <18,30.5
Zimbabwe,Birth Registration Total,48.8
Zimbabwe,Wife Beating Justification Male,33.7
Zimbabwe,Wife Beating Justification Female,39.6
